status,supplierArticle,incomeId,techSize,warehouseName,dateClose,barcode,number,totalPrice,nmId,date,lastChangeDate,quantity 
,VB297,672465,110,Подольск2,2020-03-01T22:55:00,5021462587552,M-Mos00271074,4977,11339511,2020-03-01T00:00:00,2020-03-01T23:03:38.753,3
,VB346,672465,92,Подольск2,2020-03-01T22:55:00,5021462018674,M-Mos00271074,2997,11339514,2020-03-01T00:00:00,2020-03-01T23:03:38.753,3
,VB375,672465,116,Подольск2,2020-03-01T22:55:00,5021464262501,M-Mos00271074,3495,11339519,2020-03-01T00:00:00,2020-03-01T23:03:38.753,5
,VB375,672465,86,Подольск2,2020-03-01T22:55:00,5021464250669,M-Mos00271074,3495,11339519,2020-03-01T00:00:00,2020-03-01T23:03:38.753,5
,VB404,672465,116,Подольск2,2020-03-01T22:55:00,5021464200862,M-Mos00271074,5577,11339521,2020-03-01T00:00:00,2020-03-01T23:03:38.753,3
,VB404,672465,140,Подольск2,2020-03-01T22:55:00,5021464200909,M-Mos00271074,5997,11339521,2020-03-01T00:00:00,2020-03-01T23:03:38.753,3
,VB409,672465,80,Подольск2,2020-03-01T22:55:00,5021465407635,M-Mos00271074,2997,11339523,2020-03-01T00:00:00,2020-03-01T23:03:38.753,3
,VB441,672465,122,Подольск2,2020-03-01T22:55:00,5021462102786,M-Mos00271074,6597,11339525,2020-03-01T00:00:00,2020-03-01T23:03:38.753,3
,VB442,672465,92,Подольск2,2020-03-01T22:55:00,5021462103899,M-Mos00271074,4598,11339526,2020-03-01T00:00:00,2020-03-01T23:03:38.753,2
,VB506,672465,134,Подольск2,2020-03-01T22:55:00,5021462560838,M-Mos00271074,8995,11339530,2020-03-01T00:00:00,2020-03-01T23:03:38.753,5
,VB514,672465,116,Подольск2,2020-03-01T22:55:00,5021462081128,M-Mos00271074,3795,11339531,2020-03-01T00:00:00,2020-03-01T23:03:38.753,5
,VB647,672465,104,Подольск2,2020-03-01T22:55:00,5021464085261,M-Mos00271074,5277,11339535,2020-03-01T00:00:00,2020-03-01T23:03:38.753,3
,VB709,672465,140,Подольск2,2020-03-01T22:55:00,5021464091286,M-Mos00271074,5397,11339539,2020-03-01T00:00:00,2020-03-01T23:03:38.753,3
,VB755,672465,140,Подольск2,2020-03-01T22:55:00,5021464091910,M-Mos00271074,1995,11339541,2020-03-01T00:00:00,2020-03-01T23:03:38.753,5
,VB755,672465,92,Подольск2,2020-03-01T22:55:00,5021464091835,M-Mos00271074,1995,11339541,2020-03-01T00:00:00,2020-03-01T23:03:38.753,5
,VB759,672465,140,Подольск2,2020-03-01T22:55:00,5021464095406,M-Mos00271074,3177,11339542,2020-03-01T00:00:00,2020-03-01T23:03:38.753,3
,VC010,672465,140,Подольск2,2020-03-01T22:55:00,5021464154288,M-Mos00271074,4077,11339545,2020-03-01T00:00:00,2020-03-01T23:03:38.753,3
,VC079,672465,98,Подольск2,2020-03-01T22:55:00,5021464159054,M-Mos00271074,3493,11339550,2020-03-01T00:00:00,2020-03-01T23:03:38.753,7
,VC153,672465,98,Подольск2,2020-03-01T22:55:00,5021464171728,M-Mos00271074,2793,11339558,2020-03-01T00:00:00,2020-03-01T23:03:38.753,7
,VC192,672465,116,Подольск2,2020-03-01T22:55:00,5021464164935,M-Mos00271074,4995,11339560,2020-03-01T00:00:00,2020-03-01T23:03:38.753,5
,VC194,672465,86,Подольск2,2020-03-01T22:55:00,5021464165529,M-Mos00271074,4995,11339561,2020-03-01T00:00:00,2020-03-01T23:03:38.753,5
,VC196,672465,104,Подольск2,2020-03-01T22:55:00,5021464165161,M-Mos00271074,4995,11339562,2020-03-01T00:00:00,2020-03-01T23:03:38.753,5
,VC196,672465,110,Подольск2,2020-03-01T22:55:00,5021464165178,M-Mos00271074,4995,11339562,2020-03-01T00:00:00,2020-03-01T23:03:38.753,5
,VC319,672465,104,Подольск2,2020-03-01T22:55:00,5021464186302,M-Mos00271074,6795,11339568,2020-03-01T00:00:00,2020-03-01T23:03:38.753,5
,VC319,672465,98,Подольск2,2020-03-01T22:55:00,5021464186296,M-Mos00271074,6795,11339568,2020-03-01T00:00:00,2020-03-01T23:03:38.753,5
,VC470,672465,140,Подольск2,2020-03-01T22:55:00,5021462283928,M-Mos00271074,8995,11339573,2020-03-01T00:00:00,2020-03-01T23:03:38.753,5
,VC476,672465,110,Подольск2,2020-03-01T22:55:00,5021462239611,M-Mos00271074,3477,11339574,2020-03-01T00:00:00,2020-03-01T23:03:38.753,3
,VC495,672465,116,Подольск2,2020-03-01T22:55:00,5021462251750,M-Mos00271074,4797,11339575,2020-03-01T00:00:00,2020-03-01T23:03:38.753,3
,VD001,672465,110,Подольск2,2020-03-01T22:55:00,5021462386421,M-Mos00271074,5495,11339579,2020-03-01T00:00:00,2020-03-01T23:03:38.753,5
,VD075,672465,104,Подольск2,2020-03-01T22:55:00,5021462434238,M-Mos00271074,6597,11339586,2020-03-01T00:00:00,2020-03-01T23:03:38.753,3
,VD075,672465,128,Подольск2,2020-03-01T22:55:00,5021462434306,M-Mos00271074,6597,11339586,2020-03-01T00:00:00,2020-03-01T23:03:38.753,3
,VD482,672465,104,Подольск2,2020-03-01T22:55:00,5021465464430,M-Mos00271074,6897,11339593,2020-03-01T00:00:00,2020-03-01T23:03:38.753,3
,VD482,672465,122,Подольск2,2020-03-01T22:55:00,5021465464461,M-Mos00271074,7497,11339593,2020-03-01T00:00:00,2020-03-01T23:03:38.753,3
,VD659,672465,62,Подольск2,2020-03-01T22:55:00,5021464112738,M-Mos00271074,5397,11339598,2020-03-01T00:00:00,2020-03-01T23:03:38.753,3
,VE130,672465,110,Подольск2,2020-03-01T22:55:00,5021465536984,M-Mos00271074,5697,11339601,2020-03-01T00:00:00,2020-03-01T23:03:38.753,3
,VE291,672465,116,Подольск2,2020-03-01T22:55:00,5021464175634,M-Mos00271074,2495,11339603,2020-03-01T00:00:00,2020-03-01T23:03:38.753,5
,VE306,672465,98,Подольск2,2020-03-01T22:55:00,5021464187842,M-Mos00271074,6597,11339606,2020-03-01T00:00:00,2020-03-01T23:03:38.753,3
,VD476,672465,92,Подольск2,2020-03-01T22:55:00,5021464241636,M-Mos00271074,6597,11339590,2020-03-01T00:00:00,2020-03-01T23:03:38.753,3
,VD483,672465,86,Подольск2,2020-03-01T22:55:00,5021465470486,M-Mos00271074,5277,11339594,2020-03-01T00:00:00,2020-03-01T23:03:38.753,3
,VD484,672465,104,Подольск2,2020-03-01T22:55:00,5021465470233,M-Mos00271074,5877,11339595,2020-03-01T00:00:00,2020-03-01T23:03:38.753,3
,VD484,672465,122,Подольск2,2020-03-01T22:55:00,5021465470325,M-Mos00271074,6297,11339595,2020-03-01T00:00:00,2020-03-01T23:03:38.753,3
,VD623,672465,62,Подольск2,2020-03-01T22:55:00,5021464104900,M-Mos00271074,5997,11339597,2020-03-01T00:00:00,2020-03-01T23:03:38.753,3
,VD623,672465,92,Подольск2,2020-03-01T22:55:00,5021464104955,M-Mos00271074,5997,11339597,2020-03-01T00:00:00,2020-03-01T23:03:38.753,3
,VE062,672465,128,Подольск2,2020-03-01T22:55:00,5021464176662,M-Mos00271074,2793,11339599,2020-03-01T00:00:00,2020-03-01T23:03:38.753,7
,TA247,672465,92,Подольск2,2020-03-01T22:55:00,5021463310784,M-Mos00271074,6897,11339486,2020-03-01T00:00:00,2020-03-01T23:03:38.753,3
,VA062,672465,62,Подольск2,2020-03-01T22:55:00,5021464132057,M-Mos00271074,5995,11339491,2020-03-01T00:00:00,2020-03-01T23:03:38.753,5
,VA092,672465,62,Подольск2,2020-03-01T22:55:00,5021464147679,M-Mos00271074,6597,11339496,2020-03-01T00:00:00,2020-03-01T23:03:38.753,3
,VA106,672465,62,Подольск2,2020-03-01T22:55:00,5021464134839,M-Mos00271074,1795,11339498,2020-03-01T00:00:00,2020-03-01T23:03:38.753,5
,VA106,672465,68,Подольск2,2020-03-01T22:55:00,5021464134846,M-Mos00271074,1795,11339498,2020-03-01T00:00:00,2020-03-01T23:03:38.753,5
,VA175,672465,80,Подольск2,2020-03-01T22:55:00,5021464133023,M-Mos00271074,1795,11339500,2020-03-01T00:00:00,2020-03-01T23:03:38.753,5
,VA215,672465,86,Подольск2,2020-03-01T22:55:00,5021464129019,M-Mos00271074,4995,11339501,2020-03-01T00:00:00,2020-03-01T23:03:38.753,5
,VB343,672465,86,Подольск2,2020-03-01T22:55:00,5021462018100,M-Mos00271074,2997,11339513,2020-03-01T00:00:00,2020-03-01T23:03:38.753,3
,VB346,672465,128,Подольск2,2020-03-01T22:55:00,5021462018834,M-Mos00271074,2997,11339514,2020-03-01T00:00:00,2020-03-01T23:03:38.753,3
,VB347,672465,134,Подольск2,2020-03-01T22:55:00,5021462021322,M-Mos00271074,2997,11339515,2020-03-01T00:00:00,2020-03-01T23:03:38.753,3
,VB375,672465,128,Подольск2,2020-03-01T22:55:00,5021464262525,M-Mos00271074,3495,11339519,2020-03-01T00:00:00,2020-03-01T23:03:38.753,5
,VB404,672465,80,Подольск2,2020-03-01T22:55:00,5021464200558,M-Mos00271074,4977,11339521,2020-03-01T00:00:00,2020-03-01T23:03:38.753,3
,VB409,672465,92,Подольск2,2020-03-01T22:55:00,5021465407772,M-Mos00271074,2997,11339523,2020-03-01T00:00:00,2020-03-01T23:03:38.753,3
,VB417,672465,110,Подольск2,2020-03-01T22:55:00,5021464912505,M-Mos00271074,6995,11339524,2020-03-01T00:00:00,2020-03-01T23:03:38.753,5
,VB441,672465,116,Подольск2,2020-03-01T22:55:00,5050048122719,M-Mos00271074,5997,11339525,2020-03-01T00:00:00,2020-03-01T23:03:38.753,3
,VB442,672465,98,Подольск2,2020-03-01T22:55:00,5021462103950,M-Mos00271074,4998,11339526,2020-03-01T00:00:00,2020-03-01T23:03:38.753,2
,VB497,672465,140,Подольск2,2020-03-01T22:55:00,5021462552178,M-Mos00271074,2795,11339528,2020-03-01T00:00:00,2020-03-01T23:03:38.753,5
,VB708,672465,116,Подольск2,2020-03-01T22:55:00,5021464088514,M-Mos00271074,1995,11339538,2020-03-01T00:00:00,2020-03-01T23:03:38.753,5
,VB755,672465,104,Подольск2,2020-03-01T22:55:00,5021464091859,M-Mos00271074,1995,11339541,2020-03-01T00:00:00,2020-03-01T23:03:38.753,5
,VB755,672465,110,Подольск2,2020-03-01T22:55:00,5021464091866,M-Mos00271074,1995,11339541,2020-03-01T00:00:00,2020-03-01T23:03:38.753,5
,VB806,672465,104,Подольск2,2020-03-01T22:55:00,5021464099381,M-Mos00271074,6597,11339543,2020-03-01T00:00:00,2020-03-01T23:03:38.753,3
,VB806,672465,116,Подольск2,2020-03-01T22:55:00,5021464099428,M-Mos00271074,6597,11339543,2020-03-01T00:00:00,2020-03-01T23:03:38.753,3
,VB862,672465,134,Подольск2,2020-03-01T22:55:00,5021464088354,M-Mos00271074,3398,11339544,2020-03-01T00:00:00,2020-03-01T23:03:38.753,2
,VC022,672465,98,Подольск2,2020-03-01T22:55:00,5021464155179,M-Mos00271074,4677,11339547,2020-03-01T00:00:00,2020-03-01T23:03:38.753,3
,VC063,672465,86,Подольск2,2020-03-01T22:55:00,5021464159528,M-Mos00271074,2997,11339549,2020-03-01T00:00:00,2020-03-01T23:03:38.753,3
,VC090,672465,92,Подольск2,2020-03-01T22:55:00,5021464157944,M-Mos00271074,3493,11339552,2020-03-01T00:00:00,2020-03-01T23:03:38.753,7
,VC152,672465,134,Подольск2,2020-03-01T22:55:00,5021464171643,M-Mos00271074,2793,11339557,2020-03-01T00:00:00,2020-03-01T23:03:38.753,7
,VC167,672465,86,Подольск2,2020-03-01T22:55:00,5021464164478,M-Mos00271074,5397,11339559,2020-03-01T00:00:00,2020-03-01T23:03:38.753,3
,VC192,672465,92,Подольск2,2020-03-01T22:55:00,5021464164881,M-Mos00271074,4995,11339560,2020-03-01T00:00:00,2020-03-01T23:03:38.753,5
,VC194,672465,92,Подольск2,2020-03-01T22:55:00,5021464165536,M-Mos00271074,4995,11339561,2020-03-01T00:00:00,2020-03-01T23:03:38.753,5
,VC196,672465,128,Подольск2,2020-03-01T22:55:00,5021464165215,M-Mos00271074,4995,11339562,2020-03-01T00:00:00,2020-03-01T23:03:38.753,5
,VC196,672465,92,Подольск2,2020-03-01T22:55:00,5021464165147,M-Mos00271074,4995,11339562,2020-03-01T00:00:00,2020-03-01T23:03:38.753,5
,VC223,672465,116,Подольск2,2020-03-01T22:55:00,5021464190040,M-Mos00271074,5998,11339563,2020-03-01T00:00:00,2020-03-01T23:03:38.753,2
,VC248,672465,110,Подольск2,2020-03-01T22:55:00,5021464180768,M-Mos00271074,6198,11339565,2020-03-01T00:00:00,2020-03-01T23:03:38.753,2
,VC255,672465,92,Подольск2,2020-03-01T22:55:00,5021464181154,M-Mos00271074,5277,11339566,2020-03-01T00:00:00,2020-03-01T23:03:38.753,3
,VC278,672465,116,Подольск2,2020-03-01T22:55:00,5021464183653,M-Mos00271074,4995,11339567,2020-03-01T00:00:00,2020-03-01T23:03:38.753,5
,VC278,672465,122,Подольск2,2020-03-01T22:55:00,5021464183660,M-Mos00271074,4995,11339567,2020-03-01T00:00:00,2020-03-01T23:03:38.753,5
,VC321,672465,104,Подольск2,2020-03-01T22:55:00,5021464186098,M-Mos00271074,6295,11339569,2020-03-01T00:00:00,2020-03-01T23:03:38.753,5
,VC405,672465,116,Подольск2,2020-03-01T22:55:00,5021462277774,M-Mos00271074,1995,11339572,2020-03-01T00:00:00,2020-03-01T23:03:38.753,5
,VC470,672465,110,Подольск2,2020-03-01T22:55:00,5021462283874,M-Mos00271074,8295,11339573,2020-03-01T00:00:00,2020-03-01T23:03:38.753,5
,VC470,672465,128,Подольск2,2020-03-01T22:55:00,5021462283904,M-Mos00271074,8995,11339573,2020-03-01T00:00:00,2020-03-01T23:03:38.753,5
,VC476,672465,104,Подольск2,2020-03-01T22:55:00,5021462239604,M-Mos00271074,3477,11339574,2020-03-01T00:00:00,2020-03-01T23:03:38.753,3
,VC618,672465,92,Подольск2,2020-03-01T22:55:00,5021464014186,M-Mos00271074,6897,11339576,2020-03-01T00:00:00,2020-03-01T23:03:38.753,3
,VC625,672465,134,Подольск2,2020-03-01T22:55:00,5021462174943,M-Mos00271074,6297,11339577,2020-03-01T00:00:00,2020-03-01T23:03:38.753,3
,VD008,672465,98,Подольск2,2020-03-01T22:55:00,5021462395706,M-Mos00271074,5495,11339580,2020-03-01T00:00:00,2020-03-01T23:03:38.753,5
,VD016,672465,110,Подольск2,2020-03-01T22:55:00,5021462426561,M-Mos00271074,5495,11339581,2020-03-01T00:00:00,2020-03-01T23:03:38.753,5
,VD016,672465,98,Подольск2,2020-03-01T22:55:00,5021462426264,M-Mos00271074,5495,11339581,2020-03-01T00:00:00,2020-03-01T23:03:38.753,5
,VD054,672465,110,Подольск2,2020-03-01T22:55:00,5021462431701,M-Mos00271074,7497,11339584,2020-03-01T00:00:00,2020-03-01T23:03:38.753,3
,VD072,672465,122,Подольск2,2020-03-01T22:55:00,5021462422990,M-Mos00271074,6597,11339585,2020-03-01T00:00:00,2020-03-01T23:03:38.753,3
,VA017,672465,80,Подольск2,2020-03-01T22:55:00,5021464134105,M-Mos00271074,5995,11339489,2020-03-01T00:00:00,2020-03-01T23:03:38.753,5
,VA076,672465,68,Подольск2,2020-03-01T22:55:00,5021464144036,M-Mos00271074,7497,11339493,2020-03-01T00:00:00,2020-03-01T23:03:38.753,3
,VA300,672465,62,Подольск2,2020-03-01T22:55:00,5021464135614,M-Mos00271074,1795,11339502,2020-03-01T00:00:00,2020-03-01T23:03:38.753,5
,VB285,672465,86,Подольск2,2020-03-01T22:55:00,5021462583141,M-Mos00271074,2793,11339506,2020-03-01T00:00:00,2020-03-01T23:03:38.753,7
,VB287,672465,86,Подольск2,2020-03-01T22:55:00,5021462583844,M-Mos00271074,2793,11339507,2020-03-01T00:00:00,2020-03-01T23:03:38.753,7
,VB288,672465,86,Подольск2,2020-03-01T22:55:00,5021462586272,M-Mos00271074,2793,11339508,2020-03-01T00:00:00,2020-03-01T23:03:38.753,7
,VB290,672465,98,Подольск2,2020-03-01T22:55:00,5021462586685,M-Mos00271074,2793,11339509,2020-03-01T00:00:00,2020-03-01T23:03:38.753,7
,VB343,672465,122,Подольск2,2020-03-01T22:55:00,5021462018179,M-Mos00271074,2997,11339513,2020-03-01T00:00:00,2020-03-01T23:03:38.753,3
,VB346,672465,86,Подольск2,2020-03-01T22:55:00,5021462018612,M-Mos00271074,2997,11339514,2020-03-01T00:00:00,2020-03-01T23:03:38.753,3
,VB347,672465,110,Подольск2,2020-03-01T22:55:00,5021462020943,M-Mos00271074,2997,11339515,2020-03-01T00:00:00,2020-03-01T23:03:38.753,3
,VB371,672465,122,Подольск2,2020-03-01T22:55:00,5021462102205,M-Mos00271074,7197,11339518,2020-03-01T00:00:00,2020-03-01T23:03:38.753,3
,VB375,672465,110,Подольск2,2020-03-01T22:55:00,5021464262495,M-Mos00271074,3495,11339519,2020-03-01T00:00:00,2020-03-01T23:03:38.753,5
,VB375,672465,122,Подольск2,2020-03-01T22:55:00,5021464262518,M-Mos00271074,3495,11339519,2020-03-01T00:00:00,2020-03-01T23:03:38.753,5
,VB407,672465,104,Подольск2,2020-03-01T22:55:00,5021465407390,M-Mos00271074,2997,11339522,2020-03-01T00:00:00,2020-03-01T23:03:38.753,3
,VB407,672465,134,Подольск2,2020-03-01T22:55:00,5021465407598,M-Mos00271074,2997,11339522,2020-03-01T00:00:00,2020-03-01T23:03:38.753,3
,VB409,672465,86,Подольск2,2020-03-01T22:55:00,5021465407659,M-Mos00271074,2997,11339523,2020-03-01T00:00:00,2020-03-01T23:03:38.753,3
,VB441,672465,80,Подольск2,2020-03-01T22:55:00,5021462102489,M-Mos00271074,5397,11339525,2020-03-01T00:00:00,2020-03-01T23:03:38.753,3
,VB442,672465,104,Подольск2,2020-03-01T22:55:00,5021462103967,M-Mos00271074,4998,11339526,2020-03-01T00:00:00,2020-03-01T23:03:38.753,2
,VB497,672465,104,Подольск2,2020-03-01T22:55:00,5021462550143,M-Mos00271074,2495,11339528,2020-03-01T00:00:00,2020-03-01T23:03:38.753,5
,VB497,672465,92,Подольск2,2020-03-01T22:55:00,5021462550020,M-Mos00271074,2295,11339528,2020-03-01T00:00:00,2020-03-01T23:03:38.753,5
,VB506,672465,128,Подольск2,2020-03-01T22:55:00,5021462560821,M-Mos00271074,8995,11339530,2020-03-01T00:00:00,2020-03-01T23:03:38.753,5
,VB506,672465,140,Подольск2,2020-03-01T22:55:00,5021462560845,M-Mos00271074,8995,11339530,2020-03-01T00:00:00,2020-03-01T23:03:38.753,5
,VB622,672465,92,Подольск2,2020-03-01T22:55:00,5021464086947,M-Mos00271074,5697,11339534,2020-03-01T00:00:00,2020-03-01T23:03:38.753,3
,VB647,672465,116,Подольск2,2020-03-01T22:55:00,5021464085285,M-Mos00271074,5277,11339535,2020-03-01T00:00:00,2020-03-01T23:03:38.753,3
,VB647,672465,140,Подольск2,2020-03-01T22:55:00,5021464085339,M-Mos00271074,5697,11339535,2020-03-01T00:00:00,2020-03-01T23:03:38.753,3
,VB653,672465,134,Подольск2,2020-03-01T22:55:00,5021464086626,M-Mos00271074,6297,11339537,2020-03-01T00:00:00,2020-03-01T23:03:38.753,3
,VB708,672465,122,Подольск2,2020-03-01T22:55:00,5021464088521,M-Mos00271074,1995,11339538,2020-03-01T00:00:00,2020-03-01T23:03:38.753,5
,VB708,672465,98,Подольск2,2020-03-01T22:55:00,5021464088484,M-Mos00271074,1995,11339538,2020-03-01T00:00:00,2020-03-01T23:03:38.753,5
,VB712,672465,134,Подольск2,2020-03-01T22:55:00,5021464089320,M-Mos00271074,2877,11339540,2020-03-01T00:00:00,2020-03-01T23:03:38.753,3
,VB712,672465,92,Подольск2,2020-03-01T22:55:00,5021464089252,M-Mos00271074,2697,11339540,2020-03-01T00:00:00,2020-03-01T23:03:38.753,3
,VB806,672465,134,Подольск2,2020-03-01T22:55:00,5021464099459,M-Mos00271074,7197,11339543,2020-03-01T00:00:00,2020-03-01T23:03:38.753,3
,RA610,672465,92,Подольск2,2020-03-01T22:55:00,5021463351084,M-Mos00271074,3297,11339483,2020-03-01T00:00:00,2020-03-01T23:03:38.753,3
,TA212,672465,68,Подольск2,2020-03-01T22:55:00,5021463302987,M-Mos00271074,4995,11339485,2020-03-01T00:00:00,2020-03-01T23:03:38.753,5
,TA247,672465,80,Подольск2,2020-03-01T22:55:00,5021463310760,M-Mos00271074,6897,11339486,2020-03-01T00:00:00,2020-03-01T23:03:38.753,3
,TA248,672465,62,Подольск2,2020-03-01T22:55:00,5021463310845,M-Mos00271074,6897,11339487,2020-03-01T00:00:00,2020-03-01T23:03:38.753,3
,VA026,672465,62,Подольск2,2020-03-01T22:55:00,5021464147198,M-Mos00271074,7497,11339490,2020-03-01T00:00:00,2020-03-01T23:03:38.753,3
,VA026,672465,68,Подольск2,2020-03-01T22:55:00,5021464147204,M-Mos00271074,7497,11339490,2020-03-01T00:00:00,2020-03-01T23:03:38.753,3
,VA062,672465,68,Подольск2,2020-03-01T22:55:00,5021464132064,M-Mos00271074,5995,11339491,2020-03-01T00:00:00,2020-03-01T23:03:38.753,5
,VA076,672465,80,Подольск2,2020-03-01T22:55:00,5021464144081,M-Mos00271074,7497,11339493,2020-03-01T00:00:00,2020-03-01T23:03:38.753,3
,VA089,672465,68,Подольск2,2020-03-01T22:55:00,5021464140434,M-Mos00271074,9995,11339494,2020-03-01T00:00:00,2020-03-01T23:03:38.753,5
,VA092,672465,74,Подольск2,2020-03-01T22:55:00,5021464147693,M-Mos00271074,6597,11339496,2020-03-01T00:00:00,2020-03-01T23:03:38.753,3
,VA099,672465,86,Подольск2,2020-03-01T22:55:00,5021464127190,M-Mos00271074,3897,11339497,2020-03-01T00:00:00,2020-03-01T23:03:38.753,3
,VA215,672465,80,Подольск2,2020-03-01T22:55:00,5021464129002,M-Mos00271074,4995,11339501,2020-03-01T00:00:00,2020-03-01T23:03:38.753,5
,VA452,672465,74,Подольск2,2020-03-01T22:55:00,5021464129217,M-Mos00271074,5495,11339504,2020-03-01T00:00:00,2020-03-01T23:03:38.753,5
,VB287,672465,122,Подольск2,2020-03-01T22:55:00,5021462584155,M-Mos00271074,2793,11339507,2020-03-01T00:00:00,2020-03-01T23:03:38.753,7
,VB287,672465,140,Подольск2,2020-03-01T22:55:00,5021462584513,M-Mos00271074,2793,11339507,2020-03-01T00:00:00,2020-03-01T23:03:38.753,7
,VB290,672465,128,Подольск2,2020-03-01T22:55:00,5021462586753,M-Mos00271074,2793,11339509,2020-03-01T00:00:00,2020-03-01T23:03:38.753,7
,VB294,672465,98,Подольск2,2020-03-01T22:55:00,5021462072560,M-Mos00271074,4977,11339510,2020-03-01T00:00:00,2020-03-01T23:03:38.753,3
,VB325,672465,110,Подольск2,2020-03-01T22:55:00,5021462594963,M-Mos00271074,6597,11339512,2020-03-01T00:00:00,2020-03-01T23:03:38.753,3
,VB343,672465,80,Подольск2,2020-03-01T22:55:00,5021462017813,M-Mos00271074,2997,11339513,2020-03-01T00:00:00,2020-03-01T23:03:38.753,3
,VB346,672465,122,Подольск2,2020-03-01T22:55:00,5021462018827,M-Mos00271074,2997,11339514,2020-03-01T00:00:00,2020-03-01T23:03:38.753,3
,VB442,672465,110,Подольск2,2020-03-01T22:55:00,5021462104230,M-Mos00271074,4998,11339526,2020-03-01T00:00:00,2020-03-01T23:03:38.753,2
,VB506,672465,104,Подольск2,2020-03-01T22:55:00,5021462560210,M-Mos00271074,8295,11339530,2020-03-01T00:00:00,2020-03-01T23:03:38.753,5
,VB506,672465,122,Подольск2,2020-03-01T22:55:00,5000207002307,M-Mos00271074,8995,11339530,2020-03-01T00:00:00,2020-03-01T23:03:38.753,5
,VB516,672465,122,Подольск2,2020-03-01T22:55:00,5021462083115,M-Mos00271074,3795,11339533,2020-03-01T00:00:00,2020-03-01T23:03:38.753,5
,VB622,672465,122,Подольск2,2020-03-01T22:55:00,5021464086992,M-Mos00271074,6297,11339534,2020-03-01T00:00:00,2020-03-01T23:03:38.753,3
,VB647,672465,122,Подольск2,2020-03-01T22:55:00,5021464085308,M-Mos00271074,5697,11339535,2020-03-01T00:00:00,2020-03-01T23:03:38.753,3
,VB653,672465,128,Подольск2,2020-03-01T22:55:00,5021464086602,M-Mos00271074,6297,11339537,2020-03-01T00:00:00,2020-03-01T23:03:38.753,3
,VB708,672465,104,Подольск2,2020-03-01T22:55:00,5021464088491,M-Mos00271074,1995,11339538,2020-03-01T00:00:00,2020-03-01T23:03:38.753,5
,VB708,672465,134,Подольск2,2020-03-01T22:55:00,5021464088552,M-Mos00271074,1995,11339538,2020-03-01T00:00:00,2020-03-01T23:03:38.753,5
,VB709,672465,134,Подольск2,2020-03-01T22:55:00,5021464091279,M-Mos00271074,5397,11339539,2020-03-01T00:00:00,2020-03-01T23:03:38.753,3
,VB759,672465,116,Подольск2,2020-03-01T22:55:00,5021464095123,M-Mos00271074,2997,11339542,2020-03-01T00:00:00,2020-03-01T23:03:38.753,3
,VC010,672465,122,Подольск2,2020-03-01T22:55:00,5021464154257,M-Mos00271074,4077,11339545,2020-03-01T00:00:00,2020-03-01T23:03:38.753,3
,VC017,672465,98,Подольск2,2020-03-01T22:55:00,5021464153281,M-Mos00271074,5997,11339546,2020-03-01T00:00:00,2020-03-01T23:03:38.753,3
,VC063,672465,92,Подольск2,2020-03-01T22:55:00,5021464159535,M-Mos00271074,2997,11339549,2020-03-01T00:00:00,2020-03-01T23:03:38.753,3
,VC079,672465,128,Подольск2,2020-03-01T22:55:00,5021464159115,M-Mos00271074,3493,11339550,2020-03-01T00:00:00,2020-03-01T23:03:38.753,7
,VC079,672465,80,Подольск2,2020-03-01T22:55:00,5021464159023,M-Mos00271074,3493,11339550,2020-03-01T00:00:00,2020-03-01T23:03:38.753,7
,VC087,672465,128,Подольск2,2020-03-01T22:55:00,5021464158385,M-Mos00271074,3493,11339551,2020-03-01T00:00:00,2020-03-01T23:03:38.753,7
,VC121,672465,92,Подольск2,2020-03-01T22:55:00,5021464167073,M-Mos00271074,1995,11339554,2020-03-01T00:00:00,2020-03-01T23:03:38.753,5
,VC153,672465,86,Подольск2,2020-03-01T22:55:00,5021464171704,M-Mos00271074,2793,11339558,2020-03-01T00:00:00,2020-03-01T23:03:38.753,7
,VC194,672465,116,Подольск2,2020-03-01T22:55:00,5021464165574,M-Mos00271074,4995,11339561,2020-03-01T00:00:00,2020-03-01T23:03:38.753,5
,VC223,672465,104,Подольск2,2020-03-01T22:55:00,5021464190026,M-Mos00271074,5998,11339563,2020-03-01T00:00:00,2020-03-01T23:03:38.753,2
,VC223,672465,122,Подольск2,2020-03-01T22:55:00,5021464190057,M-Mos00271074,6598,11339563,2020-03-01T00:00:00,2020-03-01T23:03:38.753,2
,VC246,672465,98,Подольск2,2020-03-01T22:55:00,5021464180850,M-Mos00271074,4377,11339564,2020-03-01T00:00:00,2020-03-01T23:03:38.753,3
,VC319,672465,122,Подольск2,2020-03-01T22:55:00,5021464186333,M-Mos00271074,7295,11339568,2020-03-01T00:00:00,2020-03-01T23:03:38.753,5
,VC319,672465,134,Подольск2,2020-03-01T22:55:00,5021464186449,M-Mos00271074,7295,11339568,2020-03-01T00:00:00,2020-03-01T23:03:38.753,5
,VC335,672465,98,Подольск2,2020-03-01T22:55:00,5021464176037,M-Mos00271074,1995,11339570,2020-03-01T00:00:00,2020-03-01T23:03:38.753,5
,VC476,672465,116,Подольск2,2020-03-01T22:55:00,5021462240778,M-Mos00271074,3477,11339574,2020-03-01T00:00:00,2020-03-01T23:03:38.753,3
,VC495,672465,134,Подольск2,2020-03-01T22:55:00,5021462253815,M-Mos00271074,5097,11339575,2020-03-01T00:00:00,2020-03-01T23:03:38.753,3
